Date,Article,Title,Link
,,New to Zero Trust Security? Start Here,www.gartner.com/smarterwithgartner/new-to-zero-trust-security-start-here
,,The CSCO’s Guide to Supply Chain Technology Innovations,www.gartner.com/smarterwithgartner/the-cscos-guide-to-supply-chain-technology-innovations
,,Execute Your Cloud Strategy With a Cloud Center of Excellence,www.gartner.com/smarterwithgartner/execute-your-cloud-strategy-with-a-cloud-center-of-excellence
,,Leadership Diversity Stalled? Here Are 3 Actions to Take,www.gartner.com/smarterwithgartner/leadership-diversity-stalled-here-are-3-actions-to-take
,,Gartner Top 9 Security and Risk Trends for 2020,www.gartner.com/smarterwithgartner/gartner-top-9-security-and-risk-trends-for-2020
,,Making Hybrid Work More Permanent? Set Some Ground Rules,www.gartner.com/smarterwithgartner/making-hybrid-work-more-permanent-set-some-ground-rules
,,Building Strategic Assumptions? Don't Ignore These 7 Drivers of Change,www.gartner.com/smarterwithgartner/building-strategic-assumptions-dont-ignore-these-7-drivers-of-change
,,A Key Pandemic Lesson Learned: Invest in Your Talent,www.gartner.com/smarterwithgartner/a-key-pandemic-lesson-learned-invest-in-your-talent
,,The ESG Imperative: 7 Factors for Finance Leaders to Consider,www.gartner.com/smarterwithgartner/the-esg-imperative-7-factors-for-finance-leaders-to-consider
,,Digital Workers Say Flexibility Is Key to Their Productivity,www.gartner.com/smarterwithgartner/digital-workers-say-flexibility-is-key-to-their-productivity
,,Returning Employees to an Office? Consider the Talent Risks,www.gartner.com/smarterwithgartner/returning-employees-to-an-office-consider-the-talent-risks
,,Would You Let Artificial Intelligence Make Your Pay Decisions?,www.gartner.com/smarterwithgartner/would-you-let-artificial-intelligence-make-your-pay-decisions
,,How to Use Citizen Data Scientists to Maximize Your D&A Strategy,www.gartner.com/smarterwithgartner/how-to-use-citizen-data-scientists-to-maximize-your-da-strategy
,,Act Now to Assess the Impact of the Global Minimum Tax,www.gartner.com/smarterwithgartner/act-now-to-assess-the-impact-of-the-global-minimum-tax
,,5 Must-Read Ransomware and Cybersecurity Articles,www.gartner.com/smarterwithgartner/5-must-read-ransomware-and-cybersecurity-articles
,,Marketers Are Under a Digital Ad Siege and Must Now Convince Customers to Share Data,www.gartner.com/en/marketing/insights/articles/marketers-are-under-a-digital-ad-siege-and-must-now-convince-customers-to-share-data
,,How Can Governments Scale Up Cloud Adoption?,www.gartner.com/smarterwithgartner/how-can-governments-scale-up-cloud-adoption
,,Data Sharing Is a Business Necessity to Accelerate Digital Business,www.gartner.com/smarterwithgartner/data-sharing-is-a-business-necessity-to-accelerate-digital-business
,,The Gartner Supply Chain Top 25 for 2021,www.gartner.com/smarterwithgartner/the-gartner-supply-chain-top-25-for-2021
,,Don’t Overlook Critical Talent Intelligence in Your Postpandemic Location Strategy,www.gartner.com/smarterwithgartner/dont-overlook-critical-talent-intelligence-in-your-postpandemic-location-strategy
,,DONT PUBLISH: TEST B,www.gartner.com/en/articles/9-ways-to-make-your-mark-in-a-new-chro-role
,,Where to Locate Your Shared Services Center,www.gartner.com/smarterwithgartner/where-to-locate-your-shared-services-center
,,"6 Trends on the Gartner Hype Cycle for the Digital Workplace, 2020",www.gartner.com/en/articles/6-trends-on-the-gartner-hype-cycle-for-the-digital-workplace-2020
,,6 Key Forces Shaping Technology and Service Providers Through 2025,www.gartner.com/en/articles/6-key-forces-shaping-technology-and-service-providers-through-2025
,,4 HR Talent Strategies for the Postpandemic Labor Market,www.gartner.com/smarterwithgartner/4-hr-talent-strategies-for-the-postpandemic-labor-market
,,Healthcare Data Storage and Other Innovations Head to the Cloud,www.gartner.com/smarterwithgartner/healthcare-data-storage-and-other-innovations-head-to-the-cloud
,,Make the Future of Work a Win-Win for People and Organizations,www.gartner.com/smarterwithgartner/make-the-future-of-work-a-win-win-for-people-and-organizations
,,The IAM Leader’s Guide to Biometric Authentication,www.gartner.com/smarterwithgartner/the-iam-leaders-guide-to-biometric-authentication
,,4 Steps to Ensure Robotic Process Automation Security,www.gartner.com/smarterwithgartner/4-steps-to-ensure-robotic-process-automation-security
,,10 IT Cost Optimization Techniques for Private and Public Sector Organizations,www.gartner.com/smarterwithgartner/10-it-cost-optimization-techniques-for-private-and-public-sector-organizations
,,Lead Through Volatility With Adaptive Strategy,www.gartner.com/smarterwithgartner/lead-through-volatility-with-adaptive-strategy
,,Enterprise Architecture’s Role in Building a Data-Driven Organization,www.gartner.com/smarterwithgartner/enterprise-architectures-role-in-building-a-data-driven-organization
,,Strategic Digital Marketing Breaks Out of the Specialist Silo,www.gartner.com/en/marketing/insights/articles/strategic-digital-marketing-breaks-out-specialist-silo
,,A Blueprint for a Successful First 100 Days as a CSO,www.gartner.com/smarterwithgartner/a-blueprint-for-a-successful-first-100-days-as-a-cso
,,4 Ways for CIOs to Implement Hybrid Working in 2021,www.gartner.com/en/articles/4-ways-for-cios-to-implement-hybrid-working-in-2021
,,The 5 Pillars of Strategy Execution,www.gartner.com/smarterwithgartner/the-five-pillars-of-strategy-execution
,,Watch Out for 3 Challenges Driving Remote Work Fatigue,www.gartner.com/smarterwithgartner/hr-should-watch-out-for-3-challenges-driving-remote-work-fatigue
,,6 Step Action Plan for Effective Portfolio Management,www.gartner.com/smarterwithgartner/6-step-action-plan-for-effective-portfolio-management
,,You Can Find Digital Skills in Non-IT Functions,www.gartner.com/smarterwithgartner/you-can-find-digital-skills-in-non-it-functions
,,Do You Need a Chief Data Officer?,www.gartner.com/smarterwithgartner/do-you-need-a-chief-data-officer
,,Use a Digital Talent Management Framework to Future-Proof the IT Workforce,www.gartner.com/smarterwithgartner/use-a-digital-talent-management-framework-to-future-proof-the-it-workforce
,,Use Customer Service Experience Metrics That Are Better Than NPS,www.gartner.com/smarterwithgartner/use-customer-service-experience-metrics-that-are-better-than-nps
,,"CEOs See Growth in 2021, Marked by 3 Shifts",www.gartner.com/smarterwithgartner/ceos-see-growth-in-2021-marked-by-3-shifts
,,3 Pillars of a Successful Account-Based Strategy,www.gartner.com/smarterwithgartner/3-pillars-of-a-successful-account-based-strategy
,,The Cloud Strategy Cookbook,www.gartner.com/smarterwithgartner/the-cloud-strategy-cookbook
,,Key Strategies for Cost Optimization in Application Design and Development,www.gartner.com/smarterwithgartner/key-strategies-for-cost-optimization-in-application-design-and-development
,,Future-Proof Your Application Strategy,www.gartner.com/smarterwithgartner/smarterwithgartner
,,IT-Business Collaboration Fuels the Future of Applications,www.gartner.com/smarterwithgartner/it-business-collaboration-fuels-the-future-of-applications
,,Dear CEOs: Here Are the Do’s and Don’ts for Announcing Return-to-Work Plans,www.gartner.com/en/articles/dos-and-donts-for-announcing-return-to-work-plans
,,How to Organize Your Finance Function,www.gartner.com/en/articles/how-to-organize-your-finance-function
,,Develop a Security Strategy for Cyber-Physical Systems,www.gartner.com/smarterwithgartner/develop-a-security-strategy-for-cyber-physical-systems
,,6 Best Practices for Remote Work by Agile Software Development Teams,www.gartner.com/smarterwithgartner/6-best-practices-for-remote-work-by-agile-software-development-teams
,,Focus on Effectiveness to Drive Competitive Value,www.gartner.com/smarterwithgartner/focus-on-effectiveness-to-drive-competitive-value
,,The Customer Experience Marketing Leader’s First 100 Days,www.gartner.com/en/marketing/insights/articles/the-customer-experience-marketing-leaders-first-100-days
,,How Leading Finance Teams Are Training Their Way to Digital Expertise,www.gartner.com/smarterwithgartner/how-leading-finance-teams-are-training-their-way-to-digital-expertise
,,Priorities in HR Function Budgets Are Likely to Keep Shifting in 2021,www.gartner.com/en/articles/priorities-in-hr-function-budgets-are-likely-to-keep-shifting-in-2021
,,You Can Create Employee Connections Without More Meetings,www.gartner.com/en/articles/you-can-create-employee-connections-without-more-meetings
,,Do You Need a Virtual CISO?,www.gartner.com/en/articles/do-you-need-a-virtual-ciso
,,9 Work Trends That HR Leaders Can’t Ignore in 2021,www.gartner.com/smarterwithgartner/9-work-trends-that-hr-leaders-cant-ignore-in-2021
,,Legal and Compliance Function Needs Data Scientists,www.gartner.com/smarterwithgartner/legal-and-compliance-function-needs-data-scientists
,,Tune Your Finance Dashboard Using Metrics to Drive Performance,www.gartner.com/smarterwithgartner/tune-your-finance-dashboard-using-metrics-to-drive-performance
,,Your Data Center is Old. Now What?,www.gartner.com/smarterwithgartner/your-data-center-is-old-now-what
,,Upskill Software Developers With a Six-Step Talent Development Program,www.gartner.com/smarterwithgartner/upskill-software-developers-with-a-six-step-talent-development-program
,,Focus on Enablement and Critical Skills to Lead Sales Through Disruption,www.gartner.com/smarterwithgartner/focus-on-enablement-and-critical-skills-to-lead-sales-through-disruption
,,Evolve Sales Enablement to Support Revenue Operations,www.gartner.com/smarterwithgartner/evolve-sales-enablement-to-support-revenue-operations
,,Gartner Keynote: B2B Sales Must Focus on Seller-Assisted Digital Experiences,www.gartner.com/smarterwithgartner/b2b-sales-must-focus-on-seller-assisted-digital-experiences
,,Gartner Top Security and Risk Trends for 2021,www.gartner.com/smarterwithgartner/gartner-top-security-and-risk-trends-for-2021
,,5 Shared Services Pricing Approaches,www.gartner.com/smarterwithgartner/5-shared-services-pricing-approaches
,,3 Digital Priorities for Software Engineering Leaders,www.gartner.com/smarterwithgartner/3-digital-priorities-for-software-engineering-leaders
,,It’s Time to Disrupt the Application Organization,www.gartner.com/smarterwithgartner/its-time-to-disrupt-the-application-organization
,,"No, Hybrid Workforce Models Won’t Dilute Your Culture",www.gartner.com/smarterwithgartner/no-hybrid-workforce-models-wont-dilute-your-culture
,,4 Ways to Compete Against Nontraditional Supply Chains,www.gartner.com/smarterwithgartner/4-ways-to-compete-against-nontraditional-supply-chains
,,9 Tips for Managing Remote Employees,www.gartner.com/smarterwithgartner/9-tips-for-managing-remote-employees
,,5 Ways to Mature Sales and Operations Planning (S&OP) in Supply Chain,www.gartner.com/smarterwithgartner/5-ways-to-mature-sales-and-operations-planning-sop-in-supply-chain
,,3 Advantages of Shared Services Over Centralized Services,www.gartner.com/smarterwithgartner/3-advantages-of-shared-services-over-centralized-services
,,How Marketing Can Better Sense and Respond to Customer Needs,www.gartner.com/en/marketing/insights/articles/how-marketing-can-better-sense-respond-to-customer-needs
,,The Ratio Between Sales Development and Sales: The Secret to High Growth,www.gartner.com/en/articles/the-ratio-between-sales-development-and-sales-the-secret-to-high-growth
,,Key Priorities for IAM Leaders in 2021,www.gartner.com/smarterwithgartner/key-priorities-for-iam-leaders-in-2021
,,How CFOs Build a More Digital Finance Function,www.gartner.com/en/articles/how-cfos-build-a-more-digital-finance-function
,,How to Sustain the Accelerated Pace of Digital Business Transformation,www.gartner.com/en/articles/how-to-sustain-the-accelerated-pace-of-digital-business-transformation
,,Gartner Predicts the Future of Supply Chain Technology,www.gartner.com/en/articles/gartner-predicts-the-future-of-supply-chain-technology
,,Are Tech Product Marketers Creating Effective Thought Leadership Marketing Programs?,www.gartner.com/smarterwithgartner/are-tech-product-marketers-creating-effective-thought-leadership-marketing-programs
,,"3 Learnings for More Supply Chain Diversity, Equity & Inclusion",www.gartner.com/smarterwithgartner/3-learnings-for-more-supply-chain-diversity-equity-inclusion
,,Use Zero-Based Prioritization to Reevaluate Your Project Portfolio,www.gartner.com/smarterwithgartner/use-zero-based-prioritization-to-reevaluate-your-project-portfolio
,,Optimize Supply Chain Cash Flow and Costs Using 3 Performance Lenses,www.gartner.com/smarterwithgartner/optimize-supply-chain-cash-flow-and-costs-using-three-performance-lenses
,,9 Future of Work Trends Post-COVID-19,www.gartner.com/smarterwithgartner/9-future-of-work-trends-post-covid-19
,,Improving Diversity in Finance Through Effective Hiring and Advancement,www.gartner.com/smarterwithgartner/improving-diversity-in-finance-through-effective-hiring-and-advancement
,,10 Must-Read Business Books for 2020,www.gartner.com/smarterwithgartner/10-must-read-business-books-for-2020
,,10 CIO Resolutions for 2021,www.gartner.com/smarterwithgartner/10-cio-resolutions-for-2021
,,4 Impactful Technologies From the Gartner Emerging Technologies and Trends Impact Radar for 2021,www.gartner.com/smarterwithgartner/4-impactful-technologies-from-the-gartner-emerging-technologies-and-trends-impact-radar-for-2021
,,"How 2020 Accelerated Conversations on Diversity, Equity and Inclusion",www.gartner.com/smarterwithgartner/how-2020-accelerated-conversations-on-diversity-equity-and-inclusion
,,Build 3 Operations Management Skills for AI Success,www.gartner.com/smarterwithgartner/build-3-operations-management-skills-for-ai-success
,,"Combine, Cluster, Complement: 3 Fundamentals of Combinatorial Digital Innovation",www.gartner.com/smarterwithgartner/combine-cluster-complement-3-fundamentals-of-combinatorial-digital-innovation
,,Make Way for a More Human-Centric Employee Value Proposition,www.gartner.com/smarterwithgartner/make-way-for-a-more-human-centric-employee-value-proposition
,,Top 5 Strategic Technology Trends for HR in 2021,www.gartner.com/smarterwithgartner/top-5-strategic-technology-trends-for-hr-in-2021
,,Data Fabric Architecture is Key to Modernizing Data Management and Integration,www.gartner.com/smarterwithgartner/data-fabric-architecture-is-key-to-modernizing-data-management-and-integration
